Cell	Percent.Mitochondria	hpca	nCount_RNA	nFeature_RNA	Lineage
Cell_18995	0	Chondrocytes	1001	754	Stromal_cells
Cell_18996	0	Smooth_muscle_cells	1700	1142	Stromal_cells
Cell_18997	0	Fibroblasts	485	408	Stromal_cells
Cell_18998	0	Osteoblasts	8307	3473	Stromal_cells
Cell_18999	0	Chondrocytes	1138	763	Stromal_cells
Cell_19000	0	Neurons	26000	6228	
Cell_19001	0.2	Chondrocytes	506	421	Stromal_cells
Cell_19002	0.2	Chondrocytes	642	506	Stromal_cells
Cell_19003	0	Fibroblasts	1643	1035	Stromal_cells
Cell_19004	0	Osteoblasts	1156	770	Stromal_cells
Cell_19005	0	NK_cell	1040	756	Immune_cells
Cell_19006	0	Epithelial_cells	7499	3100	Epithelial_cells
Cell_19007	0	Osteoblasts	149289	11268	Stromal_cells
Cell_19008	0.1	Epithelial_cells	1998	1253	Epithelial_cells
Cell_19009	0.3	Astrocyte	1031	774	
Cell_19010	0	Epithelial_cells	1909	1285	Epithelial_cells
Cell_19011	0.1	Fibroblasts	1133	806	Stromal_cells
Cell_19012	0	Epithelial_cells	1485	979	Epithelial_cells
Cell_19013	0	Chondrocytes	706	531	Stromal_cells
Cell_19014	0	Endothelial_cells	1123	841	Stromal_cells
Cell_19015	0.1	Fibroblasts	1368	869	Stromal_cells
Cell_19016	0.5	Chondrocytes	1094	768	Stromal_cells
Cell_19017	0.1	Epithelial_cells	1960	1230	Epithelial_cells
Cell_19018	0	Chondrocytes	711	571	Stromal_cells
Cell_19019	0.1	Fibroblasts	1405	929	Stromal_cells
Cell_19020	0.1	Epithelial_cells	1586	1054	Epithelial_cells
Cell_19021	0	Chondrocytes	649	497	Stromal_cells
Cell_19022	0	Chondrocytes	1892	1150	Stromal_cells
Cell_19023	0	Osteoblasts	1940	1168	Stromal_cells
Cell_19024	0.1	Osteoblasts	1580	944	Stromal_cells
Cell_19025	0	Fibroblasts	1988	1152	Stromal_cells
Cell_19026	0	Epithelial_cells	1123	811	Epithelial_cells
Cell_19027	0.2	Osteoblasts	495	421	Stromal_cells
Cell_19028	0.1	Epithelial_cells	5286	2431	Epithelial_cells
Cell_19029	0	Fibroblasts	1054	785	Stromal_cells
Cell_19030	0	Endothelial_cells	1732	1122	Stromal_cells
Cell_19031	0	Smooth_muscle_cells	2973	1799	Stromal_cells
Cell_19032	0	Fibroblasts	961	688	Stromal_cells
Cell_19033	0.1	Osteoblasts	1520	986	Stromal_cells
Cell_19034	0	Smooth_muscle_cells	1481	927	Stromal_cells
Cell_19035	0.1	Osteoblasts	8098	3326	Stromal_cells
Cell_19036	0	Fibroblasts	1750	1103	Stromal_cells
Cell_19037	0	Osteoblasts	1451	940	Stromal_cells
Cell_19038	0	Endothelial_cells	648	518	Stromal_cells
Cell_19039	0	Chondrocytes	1272	896	Stromal_cells
Cell_19040	0.1	Chondrocytes	851	665	Stromal_cells
Cell_19041	0	T_cells	870	672	Immune_cells
Cell_19042	0	Fibroblasts	2655	1608	Stromal_cells
Cell_19043	0	T_cells	2016	1389	Immune_cells
Cell_19044	0	Platelets	825	599	
Cell_19045	0	Smooth_muscle_cells	930	691	Stromal_cells
Cell_19046	0	Osteoblasts	15119	4813	Stromal_cells
Cell_19047	0	Platelets	581	470	
Cell_19048	0.1	Epithelial_cells	1910	1130	Epithelial_cells
Cell_19049	0	Chondrocytes	1766	1107	Stromal_cells
Cell_19050	0	Smooth_muscle_cells	1078	726	Stromal_cells
Cell_19051	0.1	Fibroblasts	1111	782	Stromal_cells
Cell_19052	0	Smooth_muscle_cells	832	621	Stromal_cells
Cell_19053	0	Fibroblasts	1525	918	Stromal_cells
Cell_19054	0.1	Chondrocytes	1458	969	Stromal_cells
Cell_19055	0.1	Fibroblasts	1428	939	Stromal_cells
Cell_19056	0.2	Astrocyte	1488	992	
Cell_19057	0	Osteoblasts	1657	1045	Stromal_cells
Cell_19058	0	Smooth_muscle_cells	1864	1135	Stromal_cells
Cell_19059	0	Osteoblasts	1364	882	Stromal_cells
Cell_19060	0.1	T_cells	1346	976	Immune_cells
Cell_19061	0	Epithelial_cells	53896	8381	Epithelial_cells
Cell_19062	0	Epithelial_cells	1755	1074	Epithelial_cells
Cell_19063	0	T_cells	593	484	Immune_cells
Cell_19064	0	Epithelial_cells	8367	3785	Epithelial_cells
Cell_19065	0	Chondrocytes	1362	877	Stromal_cells
Cell_19066	0.1	Osteoblasts	3754	1956	Stromal_cells
Cell_19067	0.1	Smooth_muscle_cells	1898	1141	Stromal_cells
Cell_19068	0.1	Smooth_muscle_cells	945	684	Stromal_cells
Cell_19069	0	Osteoblasts	1154	789	Stromal_cells
Cell_19070	0	Astrocyte	949	722	
Cell_19071	0	Chondrocytes	530	437	Stromal_cells
Cell_19072	0.1	Chondrocytes	1566	984	Stromal_cells
Cell_19073	0	Epithelial_cells	1928	1211	Epithelial_cells
Cell_19074	0	Endothelial_cells	987	721	Stromal_cells
Cell_19075	0	Fibroblasts	1771	1083	Stromal_cells
Cell_19076	0	Fibroblasts	1633	1047	Stromal_cells
Cell_19077	0	Osteoblasts	1994	1165	Stromal_cells
Cell_19078	0	Smooth_muscle_cells	489	408	Stromal_cells
Cell_19079	0	Epithelial_cells	1507	1005	Epithelial_cells
Cell_19080	0	Epithelial_cells	1961	1236	Epithelial_cells
Cell_19081	0	Fibroblasts	1166	794	Stromal_cells
Cell_19082	0.1	Fibroblasts	1488	987	Stromal_cells
Cell_19083	0	Epithelial_cells	1963	1245	Epithelial_cells
Cell_19084	0.1	Fibroblasts	1862	1153	Stromal_cells
Cell_19085	0	Osteoblasts	5444	2569	Stromal_cells
Cell_19086	0.1	Astrocyte	1569	976	
Cell_19087	0.2	Epithelial_cells	1511	1009	Epithelial_cells
Cell_19088	0	Smooth_muscle_cells	1800	1081	Stromal_cells
Cell_19089	0	Tissue_stem_cells	1853	1150	
Cell_19090	0	Fibroblasts	1344	860	Stromal_cells
Cell_19091	0	Epithelial_cells	13037	4310	Epithelial_cells
Cell_19092	0	Fibroblasts	794	570	Stromal_cells
Cell_19093	0	Fibroblasts	1203	805	Stromal_cells
Cell_19094	0	Epithelial_cells	1370	902	Epithelial_cells
Cell_19095	0.1	T_cells	934	738	Immune_cells
Cell_19096	0	Tissue_stem_cells	1195	848	
Cell_19097	0	Smooth_muscle_cells	1141	808	Stromal_cells
Cell_19098	0	Epithelial_cells	1934	1230	Epithelial_cells
Cell_19099	0	Smooth_muscle_cells	1100	810	Stromal_cells
Cell_19100	0.1	Fibroblasts	686	511	Stromal_cells
Cell_19101	0.1	Fibroblasts	1088	741	Stromal_cells
Cell_19102	0	Smooth_muscle_cells	7144	3083	Stromal_cells
Cell_19103	0	Astrocyte	816	628	
Cell_19104	0	Osteoblasts	1489	963	Stromal_cells
Cell_19105	0	Chondrocytes	919	700	Stromal_cells
Cell_19106	0.1	Epithelial_cells	1717	1089	Epithelial_cells
Cell_19107	0	Chondrocytes	1235	845	Stromal_cells
Cell_19108	0	Fibroblasts	776	596	Stromal_cells
Cell_19109	0	Neurons	553	452	
Cell_19110	0	Fibroblasts	1835	1100	Stromal_cells
Cell_19111	0.1	Osteoblasts	1262	806	Stromal_cells
Cell_19112	0.2	Fibroblasts	541	464	Stromal_cells
Cell_19113	0.2	Endothelial_cells	496	422	Stromal_cells
Cell_19114	0	Chondrocytes	1709	1034	Stromal_cells
Cell_19115	0.1	Fibroblasts	1697	1030	Stromal_cells
Cell_19116	0.1	Smooth_muscle_cells	866	673	Stromal_cells
Cell_19117	0.1	Osteoblasts	1725	1088	Stromal_cells
Cell_19118	0	Epithelial_cells	1280	903	Epithelial_cells
Cell_19119	0	Chondrocytes	1049	737	Stromal_cells
Cell_19120	0	Astrocyte	842	653	
Cell_19121	0.1	T_cells	1028	795	Immune_cells
Cell_19122	0.2	Astrocyte	495	420	
Cell_19123	0	Neuroepithelial_cell	1050	795	
Cell_19124	0	T_cells	539	470	Immune_cells
Cell_19125	0	Epithelial_cells	1359	922	Epithelial_cells
Cell_19126	0	Chondrocytes	1419	929	Stromal_cells
Cell_19127	0.1	Fibroblasts	1364	919	Stromal_cells
Cell_19128	0.1	Smooth_muscle_cells	1396	932	Stromal_cells
Cell_19129	0	Epithelial_cells	1127	796	Epithelial_cells
Cell_19130	0	Chondrocytes	1402	922	Stromal_cells
Cell_19131	0.1	Fibroblasts	1356	907	Stromal_cells
Cell_19132	0.1	Osteoblasts	1412	949	Stromal_cells
Cell_19133	0	Fibroblasts	732	567	Stromal_cells
Cell_19134	0	Neurons	1723	1156	
Cell_19135	0	Chondrocytes	715	555	Stromal_cells
Cell_19136	0.1	Fibroblasts	1135	828	Stromal_cells
Cell_19137	0.1	Osteoblasts	1828	1091	Stromal_cells
Cell_19138	0	Osteoblasts	2139	1375	Stromal_cells
Cell_19139	0	Fibroblasts	1573	966	Stromal_cells
Cell_19140	0.2	Smooth_muscle_cells	660	552	Stromal_cells
Cell_19141	0	Fibroblasts	1244	836	Stromal_cells
Cell_19142	0	Fibroblasts	1150	836	Stromal_cells
Cell_19143	0	Monocyte	650	516	Immune_cells
Cell_19144	0.1	Monocyte	1582	1137	Immune_cells
Cell_19145	0	Fibroblasts	989	730	Stromal_cells
Cell_19146	0.1	Astrocyte	1246	885	
Cell_19147	0.1	Smooth_muscle_cells	683	542	Stromal_cells
Cell_19148	0	Smooth_muscle_cells	643	517	Stromal_cells
Cell_19149	0	Epithelial_cells	47367	7807	Epithelial_cells
Cell_19150	0.1	Smooth_muscle_cells	1593	990	Stromal_cells
Cell_19151	0	Endothelial_cells	785	596	Stromal_cells
Cell_19152	0.1	Epithelial_cells	41900	7797	Epithelial_cells
Cell_19153	0	Smooth_muscle_cells	5277	2550	Stromal_cells
Cell_19154	0	Fibroblasts	794	613	Stromal_cells
Cell_19155	0	Osteoblasts	1457	933	Stromal_cells
Cell_19156	0.1	Smooth_muscle_cells	1209	836	Stromal_cells
Cell_19157	0	Smooth_muscle_cells	1803	1112	Stromal_cells
Cell_19158	0	Osteoblasts	11310	3778	Stromal_cells
Cell_19159	0	Epithelial_cells	17878	5391	Epithelial_cells
Cell_19160	0	Chondrocytes	784	574	Stromal_cells
Cell_19161	0.1	Chondrocytes	1987	1212	Stromal_cells
Cell_19162	0	Epithelial_cells	52651	8219	Epithelial_cells
Cell_19163	0	Smooth_muscle_cells	1284	874	Stromal_cells
Cell_19164	0	T_cells	963	714	Immune_cells
Cell_19165	0	Fibroblasts	739	547	Stromal_cells
Cell_19166	0.1	Smooth_muscle_cells	1015	762	Stromal_cells
Cell_19167	0	Osteoblasts	685	516	Stromal_cells
Cell_19168	0	Osteoblasts	1765	1064	Stromal_cells
Cell_19169	0.1	Fibroblasts	1938	1158	Stromal_cells
Cell_19170	0	Epithelial_cells	71249	8748	Epithelial_cells
Cell_19171	0	Osteoblasts	826	632	Stromal_cells
Cell_19172	0	Smooth_muscle_cells	1495	1002	Stromal_cells
Cell_19173	0	Tissue_stem_cells	808	620	
Cell_19174	0.1	Smooth_muscle_cells	1113	761	Stromal_cells
Cell_19175	0.1	Epithelial_cells	1378	855	Epithelial_cells
Cell_19176	0	Astrocyte	3291	1709	
Cell_19177	0	Fibroblasts	1666	1065	Stromal_cells
Cell_19178	0.2	Fibroblasts	558	463	Stromal_cells
Cell_19179	0.1	Epithelial_cells	1021	834	Epithelial_cells
Cell_19180	0	T_cells	1094	799	Immune_cells
Cell_19181	0	Endothelial_cells	741	568	Stromal_cells
Cell_19182	0	T_cells	983	743	Immune_cells
Cell_19183	0.2	Smooth_muscle_cells	577	467	Stromal_cells
Cell_19184	0	Fibroblasts	1233	796	Stromal_cells
Cell_19185	0	Epithelial_cells	1819	1089	Epithelial_cells
Cell_19186	0	Chondrocytes	598	487	Stromal_cells
Cell_19187	0	Epithelial_cells	1561	1044	Epithelial_cells
Cell_19188	0	Osteoblasts	1943	1192	Stromal_cells
Cell_19189	0.1	Endothelial_cells	1030	801	Stromal_cells
Cell_19190	0	Endothelial_cells	1385	983	Stromal_cells
Cell_19191	0.1	Endothelial_cells	1583	1038	Stromal_cells
Cell_19192	0	Smooth_muscle_cells	601	505	Stromal_cells
Cell_19193	0	Macrophage	781	594	Immune_cells
Cell_19194	0.2	Osteoblasts	1291	826	Stromal_cells
Cell_19195	0.1	Fibroblasts	1984	1138	Stromal_cells
Cell_19196	0.1	Endothelial_cells	1862	1256	Stromal_cells
Cell_19197	0	Epithelial_cells	49118	7747	Epithelial_cells
Cell_19198	0.1	Chondrocytes	1256	860	Stromal_cells
Cell_19199	0	Fibroblasts	850	618	Stromal_cells
Cell_19200	0.1	Epithelial_cells	1144	844	Epithelial_cells
Cell_19201	0.1	T_cells	671	546	Immune_cells
Cell_19202	0	Fibroblasts	798	579	Stromal_cells
Cell_19203	0.1	Fibroblasts	1277	877	Stromal_cells
Cell_19204	0	Osteoblasts	1267	905	Stromal_cells
Cell_19205	0	Osteoblasts	1191	880	Stromal_cells
Cell_19206	0	Osteoblasts	1072	756	Stromal_cells
Cell_19207	0	Macrophage	3600	1986	Immune_cells
Cell_19208	0	Osteoblasts	3598	1867	Stromal_cells
Cell_19209	0.1	Embryonic_stem_cells	1410	1078	
Cell_19210	0.1	T_cells	909	686	Immune_cells
Cell_19211	0.1	Epithelial_cells	1247	853	Epithelial_cells
Cell_19212	0.1	Chondrocytes	985	673	Stromal_cells
Cell_19213	0	Fibroblasts	1345	867	Stromal_cells
Cell_19214	0	Chondrocytes	1031	724	Stromal_cells
Cell_19215	0	Smooth_muscle_cells	539	442	Stromal_cells
Cell_19216	0.3	Endothelial_cells	1900	1248	Stromal_cells
Cell_19217	0.6	Neurons	773	628	
Cell_19218	0.9	Smooth_muscle_cells	827	674	Stromal_cells
Cell_19219	0.5	Epithelial_cells	993	759	Epithelial_cells
Cell_19220	0.2	Endothelial_cells	1545	969	Stromal_cells
Cell_19221	0.3	Fibroblasts	1542	1101	Stromal_cells
Cell_19222	1.3	NK_cell	862	694	Immune_cells
Cell_19223	1.1	T_cells	558	479	Immune_cells
Cell_19224	3.7	Endothelial_cells	3900	2149	Stromal_cells
Cell_19225	0.3	T_cells	1112	826	Immune_cells
Cell_19226	0.1	Macrophage	1996	1382	Immune_cells
Cell_19227	0.6	T_cells	950	729	Immune_cells
Cell_19228	0.2	B_cell	1235	938	Immune_cells
Cell_19229	0.3	T_cells	976	766	Immune_cells
Cell_19230	0.4	T_cells	1010	793	Immune_cells
Cell_19231	0.2	HSC_-G-CSF	2294	1460	
Cell_19232	0.7	T_cells	550	451	Immune_cells
Cell_19233	0.3	T_cells	1550	993	Immune_cells
Cell_19234	0.1	NK_cell	4918	2672	Immune_cells
Cell_19235	0.2	Smooth_muscle_cells	1336	985	Stromal_cells
Cell_19236	0	Smooth_muscle_cells	1058	799	Stromal_cells
Cell_19237	0.3	Smooth_muscle_cells	1794	1202	Stromal_cells
Cell_19238	0.4	NK_cell	1283	903	Immune_cells
Cell_19239	0.3	Macrophage	1759	1259	Immune_cells
Cell_19240	0.8	Macrophage	508	450	Immune_cells
Cell_19241	0.4	T_cells	1553	1127	Immune_cells
Cell_19242	0.7	T_cells	845	653	Immune_cells
Cell_19243	0.6	Smooth_muscle_cells	501	407	Stromal_cells
Cell_19244	0.2	T_cells	960	798	Immune_cells
Cell_19245	0.1	T_cells	938	756	Immune_cells
Cell_19246	0.2	T_cells	1157	845	Immune_cells
Cell_19247	5.2	Platelets	4312	2110	
Cell_19248	0.1	Smooth_muscle_cells	1787	1177	Stromal_cells
Cell_19249	0	Macrophage	8198	3686	Immune_cells
Cell_19250	0.8	Macrophage	856	691	Immune_cells
Cell_19251	0.8	B_cell	596	481	Immune_cells
Cell_19252	0.2	Epithelial_cells	27242	5831	Epithelial_cells
Cell_19253	0.8	T_cells	631	537	Immune_cells
Cell_19254	0	Endothelial_cells	8993	3627	Stromal_cells
Cell_19255	0.8	Fibroblasts	625	533	Stromal_cells
Cell_19256	0.3	Macrophage	5620	2869	Immune_cells
Cell_19257	0.4	Platelets	555	463	
Cell_19258	0.5	T_cells	1072	800	Immune_cells
Cell_19259	0.2	Platelets	6667	3210	
Cell_19260	0.5	Smooth_muscle_cells	667	547	Stromal_cells
Cell_19261	0.1	Fibroblasts	1626	1155	Stromal_cells
Cell_19262	2.8	T_cells	4452	2428	Immune_cells
Cell_19263	0.2	T_cells	886	696	Immune_cells
Cell_19264	0.1	Fibroblasts	1389	1029	Stromal_cells
Cell_19265	0	T_cells	813	657	Immune_cells
Cell_19266	0.2	T_cells	1812	1226	Immune_cells
Cell_19267	0.1	Endothelial_cells	4194	2339	Stromal_cells
Cell_19268	0.4	T_cells	774	636	Immune_cells
Cell_19269	0.4	Monocyte	1052	715	Immune_cells
Cell_19270	0.4	T_cells	1256	917	Immune_cells
Cell_19271	0	B_cell	811	638	Immune_cells
Cell_19272	0.6	T_cells	677	554	Immune_cells
Cell_19273	0.2	T_cells	897	694	Immune_cells
Cell_19274	0.6	T_cells	1334	952	Immune_cells
Cell_19275	0.1	Endothelial_cells	1926	1324	Stromal_cells
Cell_19276	0.3	T_cells	1278	939	Immune_cells
Cell_19277	0.3	Endothelial_cells	6880	2861	Stromal_cells
Cell_19278	0.3	B_cell	574	487	Immune_cells
Cell_19279	0.1	T_cells	1411	974	Immune_cells
Cell_19280	0.1	Macrophage	2977	1764	Immune_cells
Cell_19281	0	Fibroblasts	24293	6917	Stromal_cells
Cell_19282	0	Fibroblasts	1333	957	Stromal_cells
Cell_19283	0.2	T_cells	1139	836	Immune_cells
Cell_19284	0.7	T_cells	1021	804	Immune_cells
Cell_19285	1.4	T_cells	583	487	Immune_cells
Cell_19286	0.2	NK_cell	641	543	Immune_cells
Cell_19287	0.3	Osteoblasts	1389	1004	Stromal_cells
Cell_19288	0.7	T_cells	1204	869	Immune_cells
Cell_19289	0.4	Epithelial_cells	1412	1016	Epithelial_cells
Cell_19290	0.7	Fibroblasts	546	463	Stromal_cells
Cell_19291	0.1	Epithelial_cells	22044	6281	Epithelial_cells
Cell_19292	0.3	Osteoblasts	1270	920	Stromal_cells
Cell_19293	0.2	Fibroblasts	1377	972	Stromal_cells
Cell_19294	0.2	Endothelial_cells	1139	723	Stromal_cells
Cell_19295	0.5	T_cells	1386	1013	Immune_cells
Cell_19296	1.5	T_cells	1390	958	Immune_cells
Cell_19297	0.5	T_cells	830	661	Immune_cells
Cell_19298	0.2	T_cells	1284	887	Immune_cells
Cell_19299	0.5	T_cells	1308	916	Immune_cells
Cell_19300	0.1	Smooth_muscle_cells	1656	1075	Stromal_cells
Cell_19301	0.2	NK_cell	1462	1033	Immune_cells
Cell_19302	0.4	T_cells	1232	911	Immune_cells
Cell_19303	0.2	T_cells	1766	1184	Immune_cells
Cell_19304	0.2	Smooth_muscle_cells	1558	1176	Stromal_cells
Cell_19305	0.1	Macrophage	1973	1323	Immune_cells
Cell_19306	0.1	Osteoblasts	1374	834	Stromal_cells
Cell_19307	0.2	Fibroblasts	804	664	Stromal_cells
Cell_19308	0.4	T_cells	689	573	Immune_cells
Cell_19309	0.4	Macrophage	691	522	Immune_cells
Cell_19310	0.1	T_cells	1062	841	Immune_cells
Cell_19311	0.2	Fibroblasts	7947	3352	Stromal_cells
Cell_19312	0.5	Smooth_muscle_cells	849	601	Stromal_cells
Cell_19313	0.6	Fibroblasts	935	710	Stromal_cells
Cell_19314	0.1	T_cells	1062	847	Immune_cells
Cell_19315	0.3	Osteoblasts	1980	1260	Stromal_cells
Cell_19316	0.4	T_cells	981	764	Immune_cells
Cell_19317	0.1	Fibroblasts	1596	1121	Stromal_cells
Cell_19318	0.2	Smooth_muscle_cells	1211	877	Stromal_cells
Cell_19319	0.2	Fibroblasts	1127	874	Stromal_cells
Cell_19320	0.7	T_cells	581	484	Immune_cells
Cell_19321	0.2	Smooth_muscle_cells	1982	1347	Stromal_cells
Cell_19322	0.1	Fibroblasts	13274	4570	Stromal_cells
Cell_19323	0.5	T_cells	831	661	Immune_cells
Cell_19324	0.1	Fibroblasts	1761	1189	Stromal_cells
Cell_19325	0.9	Epithelial_cells	558	430	Epithelial_cells
Cell_19326	0	Endothelial_cells	12693	4252	Stromal_cells
Cell_19327	1	Neurons	725	543	
Cell_19328	0.4	T_cells	924	671	Immune_cells
Cell_19329	1.3	Epithelial_cells	1570	1065	Epithelial_cells
Cell_19330	5	DC	1516	1099	
Cell_19331	0.1	Smooth_muscle_cells	1721	1175	Stromal_cells
Cell_19332	0.3	NK_cell	1456	1083	Immune_cells
Cell_19333	0.3	Smooth_muscle_cells	1754	1246	Stromal_cells
Cell_19334	0.4	T_cells	683	554	Immune_cells
Cell_19335	0.4	Smooth_muscle_cells	956	741	Stromal_cells
Cell_19336	0.1	Fibroblasts	1359	959	Stromal_cells
Cell_19337	13	Epithelial_cells	2442	1208	Epithelial_cells
Cell_19338	0.3	NK_cell	1441	1042	Immune_cells
Cell_19339	0.3	Fibroblasts	1513	1069	Stromal_cells
Cell_19340	0.6	B_cell	908	705	Immune_cells
Cell_19341	0.1	Endothelial_cells	3201	1878	Stromal_cells
Cell_19342	0.5	Fibroblasts	1516	1082	Stromal_cells
Cell_19343	0.2	Smooth_muscle_cells	1802	1195	Stromal_cells
Cell_19344	0.1	NK_cell	1603	1135	Immune_cells
Cell_19345	0.4	Smooth_muscle_cells	999	773	Stromal_cells
Cell_19346	0.5	T_cells	639	530	Immune_cells
Cell_19347	0.2	T_cells	1725	1232	Immune_cells
Cell_19348	0.4	Monocyte	563	479	Immune_cells
Cell_19349	0.1	T_cells	997	761	Immune_cells
Cell_19350	0.7	Fibroblasts	1248	890	Stromal_cells
Cell_19351	0.1	Fibroblasts	668	521	Stromal_cells
Cell_19352	0.3	T_cells	752	622	Immune_cells
Cell_19353	0.3	B_cell	782	650	Immune_cells
Cell_19354	0.4	Platelets	6558	2941	
Cell_19355	0.2	Endothelial_cells	489	433	Stromal_cells
Cell_19356	0.4	T_cells	719	579	Immune_cells
Cell_19357	0.5	Smooth_muscle_cells	743	584	Stromal_cells
Cell_19358	0.2	NK_cell	5358	2376	Immune_cells
Cell_19359	0.3	Macrophage	1468	1135	Immune_cells
Cell_19360	0.2	T_cells	1265	901	Immune_cells
Cell_19361	0.2	T_cells	1773	1220	Immune_cells
Cell_19362	0.2	Smooth_muscle_cells	5292	2755	Stromal_cells
Cell_19363	0.2	Smooth_muscle_cells	1607	1138	Stromal_cells
Cell_19364	0.1	NK_cell	1588	1111	Immune_cells
Cell_19365	0.3	Smooth_muscle_cells	1086	835	Stromal_cells
Cell_19366	0.2	Smooth_muscle_cells	988	751	Stromal_cells
Cell_19367	0.4	Macrophage	1212	871	Immune_cells
Cell_19368	0.2	Epithelial_cells	1835	1252	Epithelial_cells
Cell_19369	0.2	Smooth_muscle_cells	1169	943	Stromal_cells
Cell_19370	0.1	NK_cell	1395	1027	Immune_cells
Cell_19371	0.3	DC	1464	1049	
Cell_19372	0.8	Macrophage	617	532	Immune_cells
Cell_19373	0.5	NK_cell	1177	884	Immune_cells
Cell_19374	0	Smooth_muscle_cells	1694	1144	Stromal_cells
Cell_19375	0.1	B_cell	1768	1261	Immune_cells
Cell_19376	0.1	T_cells	901	715	Immune_cells
Cell_19377	0.1	Endothelial_cells	2116	1390	Stromal_cells
Cell_19378	0.4	Macrophage	513	396	Immune_cells
Cell_19379	0.5	NK_cell	2211	1459	Immune_cells
Cell_19380	0.6	Endothelial_cells	6815	2943	Stromal_cells
Cell_19381	0	T_cells	627	525	Immune_cells
Cell_19382	1.2	Macrophage	921	752	Immune_cells
Cell_19383	1.3	Macrophage	637	548	Immune_cells
Cell_19384	0.2	Smooth_muscle_cells	1519	1120	Stromal_cells
Cell_19385	0.4	Macrophage	1374	981	Immune_cells
Cell_19386	0	HSC_-G-CSF	6819	3018	
Cell_19387	0.1	Endothelial_cells	3028	1851	Stromal_cells
Cell_19388	0.5	Smooth_muscle_cells	972	789	Stromal_cells
Cell_19389	0.2	Fibroblasts	1277	935	Stromal_cells
Cell_19390	0	Endothelial_cells	3826	2176	Stromal_cells
Cell_19391	0.2	B_cell	2225	1380	Immune_cells
Cell_19392	0.4	NK_cell	1016	800	Immune_cells
Cell_19393	0.6	T_cells	827	673	Immune_cells
Cell_19394	0.1	Fibroblasts	1857	1215	Stromal_cells
Cell_19395	0.3	Smooth_muscle_cells	1511	1023	Stromal_cells
Cell_19396	0.6	Smooth_muscle_cells	667	545	Stromal_cells
Cell_19397	0.2	Fibroblasts	1801	1246	Stromal_cells
Cell_19398	0.2	Monocyte	1314	919	Immune_cells
Cell_19399	0.2	T_cells	1234	907	Immune_cells
Cell_19400	0.2	Monocyte	1530	1095	Immune_cells
Cell_19401	0.1	Osteoblasts	26987	7540	Stromal_cells
Cell_19402	0.7	Macrophage	558	471	Immune_cells
Cell_19403	0.4	Smooth_muscle_cells	1426	1004	Stromal_cells
Cell_19404	0.3	Fibroblasts	784	583	Stromal_cells
Cell_19405	0.2	T_cells	890	709	Immune_cells
Cell_19406	1.4	NK_cell	1393	1068	Immune_cells
Cell_19407	0.3	Smooth_muscle_cells	996	723	Stromal_cells
Cell_19408	0.5	NK_cell	1129	845	Immune_cells
Cell_19409	0	Endothelial_cells	5596	2657	Stromal_cells
Cell_19410	0.4	T_cells	849	690	Immune_cells
Cell_19411	0.2	Smooth_muscle_cells	1868	1258	Stromal_cells
Cell_19412	0.3	Smooth_muscle_cells	1509	1053	Stromal_cells
Cell_19413	0	Smooth_muscle_cells	523	421	Stromal_cells
Cell_19414	1	Epithelial_cells	1207	909	Epithelial_cells
Cell_19415	0.6	T_cells	716	578	Immune_cells
Cell_19416	0.1	T_cells	745	626	Immune_cells
Cell_19417	0.3	Smooth_muscle_cells	1170	861	Stromal_cells
Cell_19418	0.2	Smooth_muscle_cells	1300	962	Stromal_cells
Cell_19419	0	Macrophage	9095	3750	Immune_cells
Cell_19420	0.2	Osteoblasts	1835	1238	Stromal_cells
Cell_19421	0.4	T_cells	1264	895	Immune_cells
Cell_19422	0.3	NK_cell	981	773	Immune_cells
Cell_19423	0.1	Smooth_muscle_cells	1387	999	Stromal_cells
Cell_19424	0.2	Macrophage	1728	1177	Immune_cells
Cell_19425	0.4	Smooth_muscle_cells	961	743	Stromal_cells
Cell_19426	0.2	Fibroblasts	1263	920	Stromal_cells
Cell_19427	0.1	Smooth_muscle_cells	1821	1238	Stromal_cells
Cell_19428	0.1	T_cells	1772	1199	Immune_cells
Cell_19429	0.2	T_cells	1092	794	Immune_cells
Cell_19430	0.3	Smooth_muscle_cells	1605	1095	Stromal_cells
Cell_19431	0.1	Macrophage	7830	3414	Immune_cells
Cell_19432	0.1	NK_cell	1634	1151	Immune_cells
Cell_19433	1.7	Macrophage	593	464	Immune_cells
Cell_19434	0.2	T_cells	602	512	Immune_cells
Cell_19435	0.6	Epithelial_cells	644	540	Epithelial_cells
Cell_19436	0.1	Monocyte	1607	1121	Immune_cells
Cell_19437	0.3	Epithelial_cells	1622	1117	Epithelial_cells
Cell_19438	0.3	NK_cell	1422	1024	Immune_cells
Cell_19439	0.4	T_cells	1397	1069	Immune_cells
Cell_19440	0.3	Endothelial_cells	2154	1322	Stromal_cells
Cell_19441	1.6	T_cells	683	576	Immune_cells
Cell_19442	0.6	Neutrophils	725	568	Immune_cells
Cell_19443	0.1	Smooth_muscle_cells	1300	963	Stromal_cells
Cell_19444	0.1	Fibroblasts	1807	1204	Stromal_cells
Cell_19445	0.1	Endothelial_cells	3383	1908	Stromal_cells
Cell_19446	0.5	T_cells	1056	804	Immune_cells
